haloID,subHaloID,lastProgenitorId,treeId,snapNum,redshift,firstProgenitorId,nextProgenitorId,descendantId,firstHaloInFOFgroupId,nextHaloInFOFgroupId,np,m_Mean200,m_Crit200,m_TopHat,phKey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,velDisp,vMax,spinX,spinY,spinZ,mostBoundID,fileNr,subhaloIndex,halfmassRadius,random
85000000,63000000000511,85000102,85000000,63,0.0,85000001,-1,-1,85000000,85000103,1431,138.82393,108.18455,129.70097,3025,21.781,26.576435,21.883766,30074,2,2,2,-13.455591,-235.87135,-79.98968,107.777794,201.84776,2.283547,1.1042958,2.5701156,1791477,0,511,0.09528002,277
85000001,62000000000511,85000049,85000000,62,0.019932542,85000002,85000050,85000000,85000001,85000050,1322,136.32802,110.76652,127.893585,3025,21.777601,26.609438,21.91333,30074,2,2,2,-7.7951746,-235.29106,-83.67885,102.354935,160.85196,2.5012875,0.98069286,2.5252707,1791337,0,511,0.09733881,528
85000002,61000000000533,85000049,85000000,61,0.041403063,85000003,-1,85000001,85000002,85000051,1176,133.65999,110.852585,125.05342,3025,21.769907,26.655289,21.931452,30074,2,2,2,-7.8021417,-235.61081,-90.52605,102.05605,157.0514,2.4540572,1.4614601,2.366792,1791562,0,533,0.09495664,955
85000003,60000000000519,85000048,85000000,60,0.064493395,85000004,85000049,85000002,85000003,85000049,1095,132.11081,111.885376,123.418175,3025,21.828346,26.742985,21.90037,30074,2,2,2,-29.627293,-219.6924,-81.63016,104.723045,152.0733,2.0609844,1.6551031,2.214237,1812201,0,519,0.09388727,196
85000004,59000000000536,85000048,85000000,59,0.08928783,85000005,-1,85000003,85000004,85000052,1287,126.17227,110.68045,119.54522,3025,21.76846,26.774786,21.977798,30074,2,2,2,-5.1565394,-228.55516,-91.27475,118.33524,177.15773,2.4923797,1.5924547,3.0404427,1791337,0,536,0.0781848,334
85000005,58000000000499,85000048,85000000,58,0.11588337,85000006,-1,85000004,85000005,85000053,1187,123.762436,107.66815,116.96325,3025,21.78562,26.837317,21.984053,30074,2,3,2,-25.79543,-217.70282,-78.78456,118.372444,179.50026,1.9665151,1.7894436,2.344156,1791339,0,499,0.070054546,545
85000006,57000000000548,85000048,85000000,57,0.14438343,85000007,-1,85000005,85000006,85000108,1183,119.71735,95.2747,113.17636,3025,21.815973,26.90652,21.99003,30074,2,3,2,-18.006435,-209.33003,-86.6609,121.239624,198.54048,1.7557719,1.5887611,1.9876685,1791548,0,548,0.057108052,719
85000007,56000000000512,85000048,85000000,56,0.17489761,85000008,-1,85000006,85000007,85000054,981,105.08618,86.15173,97.68454,3025,21.859976,26.947823,21.999336,30074,2,3,2,-41.31908,-191.1047,-84.57966,100.60256,157.53203,1.3091044,1.6999866,1.5179577,1812459,0,512,0.07469725,582
85000008,55000000000533,85000048,85000000,55,0.20754863,85000009,-1,85000007,85000008,85000055,295,109.90586,72.46729,100.69684,3025,21.893753,26.99264,22.021027,30074,2,3,2,-102.21938,-140.6,-90.452545,91.43049,158.77116,-0.03620733,-0.06645726,0.0813966,1791409,0,533,0.023454024,958
85000009,54000000000476,85000048,85000000,54,0.24246909,85000010,-1,85000008,85000009,85000056,691,89.85256,43.979557,62.05335,3025,21.925184,27.038654,22.053827,30074,2,3,2,-57.94945,-165.73627,-94.91913,82.05214,155.4633,0.34338626,0.66366434,0.19950436,1791337,0,476,0.069358274,938
