haloID,subHaloID,lastProgenitorId,treeId,snapNum,redshift,firstProgenitorId,nextProgenitorId,descendantId,firstHaloInFOFgroupId,nextHaloInFOFgroupId,np,m_Mean200,m_Crit200,m_TopHat,phKey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,velDisp,vMax,spinX,spinY,spinZ,mostBoundID,fileNr,subhaloIndex,halfmassRadius,random
153000000,63000000000644,153000130,153000000,63,0.0,153000001,-1,-1,153000000,153000131,803,77.975494,47.76645,65.58204,2519,25.082886,26.269934,9.651848,15893,2,2,1,310.72763,42.50279,96.00331,75.682655,137.84325,0.14952657,-1.437631,-0.021787057,1439274,0,644,0.08018048,667
153000001,62000000000647,153000130,153000000,62,0.019932542,153000002,-1,153000000,153000001,153000132,809,76.85664,49.487762,65.323845,2519,25.031952,26.264805,9.640495,15893,2,2,1,313.433,42.677788,99.70197,77.320724,137.91881,0.10503749,-1.652751,0.10153866,1439219,0,647,0.08038669,581
153000002,61000000000650,153000130,153000000,61,0.041403063,153000003,-1,153000001,153000002,153000133,808,78.40582,50.778748,67.131226,2519,24.960678,26.245106,9.614427,15893,2,2,1,313.63242,43.051376,100.6996,79.43453,139.45041,0.20695105,-1.452405,0.022182275,1439219,0,650,0.08147449,818
153000003,60000000000646,153000130,153000000,60,0.064493395,153000004,-1,153000002,153000003,153000134,820,78.49189,52.155796,68.42221,2519,24.891579,26.23867,9.597624,15893,2,2,1,314.62582,42.483463,101.17932,82.1952,145.46487,0.1984423,-1.6674623,0.03644338,1439219,0,646,0.08328711,654
153000004,59000000000658,153000130,153000000,59,0.08928783,153000005,-1,153000003,153000004,153000135,831,78.83615,53.360718,71.17631,2519,24.817696,26.224169,9.572967,15893,2,2,1,316.31726,41.851482,104.00843,81.74006,140.27318,0.25869325,-1.6269572,0.0754605,1439274,0,658,0.083459854,411
153000005,58000000000622,153000130,153000000,58,0.11588337,153000006,-1,153000004,153000005,153000136,836,78.49189,55.942688,72.63943,2519,24.74542,26.221302,9.553045,15893,2,2,1,314.70096,40.89963,101.83251,81.17184,137.82437,0.2650689,-1.964828,0.324304,1439125,0,622,0.0849861,166
153000006,57000000000643,153000130,153000000,57,0.14438343,153000007,-1,153000005,153000006,-1,874,78.664024,58.09433,73.844345,2519,24.65051,26.2059,9.522232,15893,2,2,1,316.87283,39.05377,101.08877,82.327095,139.54779,0.45715952,-2.2762728,0.73927724,1439125,0,643,0.08569147,825
153000007,56000000000615,153000130,153000000,56,0.17489761,153000008,-1,153000006,153000007,153000137,832,77.63123,61.62302,74.18861,2519,24.575672,26.197426,9.491692,15893,2,2,1,321.32358,45.280766,106.22089,86.13076,140.3781,0.11286976,-2.169015,0.55727595,1384645,0,615,0.083312005,298
153000008,55000000000627,153000130,153000000,55,0.20754863,153000009,-1,153000007,153000008,153000138,788,76.94271,65.23778,72.38123,2519,24.45905,26.177118,9.439952,15893,2,2,1,324.71945,48.33694,106.82461,88.54535,143.74844,0.1578176,-2.3686824,0.54880244,1439353,0,627,0.071810246,813
153000009,54000000000594,153000130,153000000,54,0.24246909,153000010,-1,153000008,153000009,153000139,783,75.82385,65.84024,71.950905,2519,24.35533,26.158503,9.408841,15892,2,2,1,326.17407,46.293476,103.897514,87.97066,146.84122,0.34342277,-2.224103,0.41871005,1439353,0,594,0.06990767,352
