galaxyID,lastProgenitorId,descendantId,haloID,subHaloID,fofID,treeId,firstProgenitorId,nextProgenitorId,type,snapnum,redshift,centralMvir,phkey,x,y,z,zIndex,ix,iy,iz,velX,velY,velZ,np,mvir,rvir,vvir,vmax,coldGas,stellarMass,bulgeMass,hotGas,ejectedMass,blackHoleMass,metalsColdGas,metalsStellarMass,metalsBulgeMass,metalsHotGas,metalsEjectedMass,sfr,sfrBulge,xrayLum,diskRadius,coolingRadius,mag_b,mag_v,mag_r,mag_i,mag_k,mag_bBulge,mag_vBulge,mag_rBulge,mag_iBulge,mag_kBulge,mag_bDust,mag_vDust,mag_rDust,mag_iDust,mag_kDust,massWeightedAge,random
2000195000000,2000195000065,-1,2000195000000,63000200000898,63000200000898,2000195000000,2000195000001,-1,0,63,0.0,62.22548,10944,47.326706,53.770447,31.179491,129462,5,6,3,-34.405876,228.71765,-108.543335,864,62.22548,0.13883615,138.83623,178.64122,1.0215598,3.8439264,0.054246336,2.6279268,2.615044,3.457282E-4,0.027381277,0.07396101,3.10116E-4,0.053480633,0.046964772,3.411264,0.0,43.621788,0.009712977,0.0901311,-20.968674,-21.500566,-22.074337,-22.626953,-24.160692,-15.28588,-16.087322,-16.769037,-17.326752,-18.687063,-20.290474,-20.95536,-21.63145,-22.298119,-24.059246,8.12756,682
2000195000001,2000195000065,2000195000000,2000195000001,62000200000891,62000200000891,2000195000000,2000195000002,-1,0,62,0.019932542,61.62302,10944,47.330048,53.726696,31.20305,129462,5,6,3,-33.58342,230.7594,-110.21562,838,61.62302,0.13769026,138.73622,174.08443,1.0214709,3.8065343,0.054246336,2.5583532,2.6230454,3.4565997E-4,0.027040336,0.0729674,3.10116E-4,0.05339163,0.0464203,4.4187,0.0,43.619488,0.008239602,0.09025538,-21.055752,-21.55637,-22.117031,-22.662899,-24.187658,-15.306048,-16.107157,-16.788404,-17.34564,-18.705383,-20.085178,-20.781534,-21.48354,-22.183546,-24.02661,7.942675,782
2000195000002,2000195000065,2000195000001,2000195000002,61000200000872,61000200000872,2000195000000,2000195000003,-1,0,61,0.041403063,62.139416,10944,47.33497,53.675846,31.225811,129460,5,6,3,-31.187824,231.78194,-113.0384,812,62.139416,0.13730691,139.51065,177.62202,1.0938684,3.7558146,0.054246336,2.698659,2.5522385,3.4558692E-4,0.027895294,0.07165469,3.10116E-4,0.053387005,0.04421324,3.866258,0.0,43.6459,0.009548859,0.08885159,-20.996407,-21.519506,-22.089962,-22.63979,-24.170113,-15.328831,-16.12926,-16.809898,-17.36665,-18.72592,-20.2889,-20.965006,-21.642452,-22.30581,-24.062216,7.7721934,743
2000195000003,2000195000065,2000195000002,2000195000003,60000200000895,60000200000895,2000195000000,2000195000004,-1,0,60,0.064493395,63.000072,21823,47.34173,53.627995,31.253609,241808,5,6,3,-28.785593,233.76042,-114.83537,817,63.000072,0.1370932,140.58292,171.15929,1.1002533,3.7095063,0.054246336,2.9146004,2.5261042,3.455049E-4,0.02763431,0.070489146,3.10116E-4,0.053401504,0.043187995,3.0335295,0.0,43.685543,0.011107325,0.087917216,-20.933626,-21.4851,-22.065702,-22.619785,-24.155313,-15.353361,-16.15292,-16.832825,-17.388943,-18.747358,-20.394484,-21.065441,-21.728094,-22.368557,-24.074394,7.5795584,771
2000195000004,2000195000065,2000195000003,2000195000004,59000200000904,59000200000904,2000195000000,2000195000005,-1,0,59,0.08928783,62.914005,21823,47.352562,53.574383,31.280762,241808,5,6,3,-27.680952,234.3796,-119.498436,797,62.914005,0.13610657,140.99513,170.73747,1.0187365,3.6717248,0.054246336,2.9711852,2.5781605,3.4541468E-4,0.026107796,0.069536544,3.10116E-4,0.05326995,0.043810185,4.2873855,0.0,43.700497,0.008358474,0.087368116,-21.055363,-21.565922,-22.130177,-22.677174,-24.201248,-15.379351,-16.177805,-16.85687,-17.412123,-18.769169,-20.230957,-20.90993,-21.59385,-22.270346,-24.062178,7.356725,991
2000195000005,2000195000065,2000195000004,2000195000005,58000200000917,58000200000917,2000195000000,2000195000006,-1,0,58,0.11588337,61.62302,21823,47.35855,53.51059,31.311148,241808,5,5,3,-24.431444,233.72377,-122.547516,800,61.62302,0.13416606,140.54652,173.03459,1.0560203,3.6163762,0.054246336,2.8151,2.5372677,3.4532195E-4,0.026785517,0.068129964,3.10116E-4,0.05222888,0.042667042,4.432011,0.0,43.683903,0.008483596,0.08676663,-21.048319,-21.563128,-22.130978,-22.680088,-24.20434,-15.406683,-16.20391,-16.881933,-17.436186,-18.791565,-20.228416,-20.90835,-21.594088,-22.27173,-24.063957,7.1566815,776
2000195000006,2000195000065,2000195000005,2000195000006,57000200000931,57000200000931,2000195000000,2000195000007,-1,0,57,0.14438343,61.45089,21823,47.363186,53.442883,31.35088,241808,5,5,3,-21.949623,233.92792,-123.98641,805,61.45089,0.1329475,140.99184,173.93402,1.104482,3.5572548,0.054246336,2.8629217,2.4753387,3.4522684E-4,0.027449233,0.06665283,3.10116E-4,0.05157115,0.04102654,3.458211,0.0,43.69898,0.010295253,0.08593291,-20.957338,-21.510529,-22.094082,-22.649555,-24.180016,-15.435399,-16.231188,-16.908064,-17.461124,-18.814453,-20.330414,-21.017603,-21.69046,-22.340597,-24.068361,6.9523425,714
2000195000007,2000195000065,2000195000006,2000195000007,56000200000935,56000200000935,2000195000000,2000195000008,-1,0,56,0.17489761,60.6763,21823,47.36444,53.38144,31.383984,241808,5,5,3,-19.863873,233.3648,-126.999214,793,60.6763,0.13120049,141.03009,175.83794,1.0555012,3.5097368,0.054246336,2.8060832,2.5018573,3.451278E-4,0.026362676,0.06547459,3.10116E-4,0.051397312,0.040964182,3.527534,0.0,43.70028,0.009720773,0.08542221,-20.977415,-21.53181,-22.11463,-22.668581,-24.195766,-15.46563,-16.259693,-16.935198,-17.48677,-18.837763,-20.350325,-21.030495,-21.703753,-22.357164,-24.090322,6.7140274,767
2000195000008,2000195000065,2000195000007,2000195000008,55000200000925,55000200000925,2000195000000,2000195000009,-1,0,55,0.20754863,59.901707,21823,47.3751,53.315704,31.425823,241808,5,5,3,-16.377064,230.46924,-127.94912,792,59.901707,0.12935574,141.12265,168.91501,1.011622,3.4599557,0.054246336,2.7433934,2.53166,3.4502693E-4,0.025243822,0.06423759,3.10116E-4,0.05135489,0.040742405,3.6168036,0.0,43.70131,0.009188705,0.08483472,-21.008608,-21.561226,-22.141348,-22.692295,-24.215054,-15.497244,-16.2894,-16.963318,-17.51325,-18.861225,-20.341948,-21.02566,-21.699984,-22.355139,-24.097452,6.4690566,203
2000195000009,2000195000065,2000195000008,2000195000009,54000500000665,54000500000665,2000195000000,2000195000010,-1,0,54,0.24246909,59.04105,21823,47.373436,53.234184,31.465727,241808,5,5,3,-16.561512,230.67513,-130.94757,785,59.04105,0.12734656,141.20607,171.98898,0.97736675,3.4076903,0.054246336,2.6560624,2.5646365,3.4492498E-4,0.024003066,0.062948346,3.10116E-4,0.05163651,0.040239953,3.9217384,0.0,43.701694,0.0084375655,0.08433086,-21.07023,-21.607832,-22.178223,-22.721676,-24.233278,-15.530571,-16.32043,-16.99246,-17.540508,-18.885904,-20.31655,-20.998865,-21.673313,-22.332134,-24.091059,6.2183356,379
